,,,,,,,,,,,
,2 : 0 mhs,2 : 0 mhs,2 : 3 mhs,2 : 2 mhs,2 : 2 mhs,2 : 1 mhs,2 : 3 mhs,2 : 0 mhs,2 : 0 mhs,2 : 4 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 3 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,89.80 (3)
,Saran,,,,,,,,,,
,1.terlalu banyak tugas:( jadi pusing ,,,,,,,,,,
,"2.bapak tugasnya jangan kebanyakan
jelasinnya juga pelan-pelan aja pak
sama jangan dicampur sama bahsa jawa karna ga semua orang itu dari jawa pak",,,,,,,,,,
,"3.overall untuk pak ifann sangat baik namun, materi yang diberikan terlalu berlebihan jadi mahasiswa kaget sistem kebut",,,,,,,,,,
,"4.Jelasinnya jangan terlalu cepat pak,mungkin lain kali bisa lebih santai ",,,,,,,,,,
,5.Terlalu cepat jadi agak susah untuk memahami materinya,,,,,,,,,,
,6.Sudah bagus tetapi kurang melihat kapasitas kemampuan mahasiswanya,,,,,,,,,,
,7.lebih pelan,,,,,,,,,,
,8.maciii,,,,,,,,,,
,"9.semoga kedepanya jauh lebih baik 
lagi dalam pengajarannya dibandingkan dengan sebelum nya ????????",,,,,,,,,,
,,,,,,,,,,,
,"IFAN RIZQA, M.Kom-SISTEM INFORMASI - A11.43RPL1",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 6 mhs,4 : 6 mhs,4 : 5 mhs,4 : 9 mhs,4 : 6 mhs,4 : 7 mhs,4 : 5 mhs,4 : 5 mhs,4 : 6 mhs,4 : 4 mhs,
,3 : 7 mhs,3 : 7 mhs,3 : 8 mhs,3 : 4 mhs,3 : 7 mhs,3 : 6 mhs,3 : 8 mhs,3 : 8 mhs,3 : 7 mhs,3 : 9 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,86.35 (3)
,Saran,,,,,,,,,,
,1.ck,,,,,,,,,,
,,,,,,,,,,,
,"IFAN RIZQA, M.Kom-DASAR PEMROGRAMAN - A11.4111",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 28 mhs,4 : 19 mhs,4 : 16 mhs,4 : 24 mhs,4 : 16 mhs,4 : 22 mhs,4 : 17 mhs,4 : 20 mhs,4 : 20 mhs,4 : 15 mhs,
,3 : 9 mhs,3 : 18 mhs,3 : 16 mhs,3 : 12 mhs,3 : 14 mhs,3 : 15 mhs,3 : 13 mhs,3 : 15 mhs,3 : 14 mhs,3 : 19 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 4 mhs,2 : 1 mhs,2 : 7 mhs,2 : 0 mhs,2 : 6 mhs,2 : 1 mhs,2 : 3 mhs,2 : 3 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,86.22 (3)
,Saran,,,,,,,,,,
,1.Menurut saya dalam mengajar bisa lebih perlahan tidak terburu buru,,,,,,,,,,
,2.jangan terlalu kecepetan ngajar nya ,,,,,,,,,,
,3.Semangat Pak ,,,,,,,,,,
,4.Terlalu cepat dalam menyampaikan materi tanpa mengetahui kebutuhan mahasiswa nya,,,,,,,,,,
,5.pelajaranya jgn terlalu cepat pak,,,,,,,,,,
,6.jangan terlalu terburu buru dalam menerangkan,,,,,,,,,,
,7.Jangan terlalu tegas dan tolong jangan terlalu terburu-buru,,,,,,,,,,
,8.belum ada,,,,,,,,,,
,9.Ketika memberi materi jangan terburu buru,,,,,,,,,,
,10.dosenya sangat gampang dimengerti saat menjelaskan semua materi,,,,,,,,,,
,11.jangan galak galak ya pakkk hehe,,,,,,,,,,
,12.Selalu semangat mengajar,,,,,,,,,,
,,,,,,,,,,,
,"IFAN RIZQA, M.Kom-DASAR PEMROGRAMAN - A11.4109",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 27 mhs,4 : 30 mhs,4 : 23 mhs,4 : 31 mhs,4 : 24 mhs,4 : 25 mhs,4 : 23 mhs,4 : 29 mhs,4 : 27 mhs,4 : 25 mhs,
,3 : 9 mhs,3 : 6 mhs,3 : 12 mhs,3 : 4 mhs,3 : 12 mhs,3 : 11 mhs,3 : 12 mhs,3 : 7 mhs,3 : 9 mhs,3 : 11 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,93.13 (4)
,Saran,,,,,,,,,,
,1.Jgn kenceng kenceng pak materinya ,,,,,,,,,,
,2.Tidak ada,,,,,,,,,,
,3.Yo,,,,,,,,,,
,4.Banyakan contoh latihan atau variasi source code,,,,,,,,,,
,"5.Dosen favorit pokoknya
.. agak tegas tapi mantapppp",,,,,,,,,,
,6.dosen keren,,,,,,,,,,
,,,,,,,,,,,
,"IFAN RIZQA, M.Kom-DASAR PEMROGRAMAN - A11.4102",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 24 mhs,4 : 21 mhs,4 : 16 mhs,4 : 29 mhs,4 : 21 mhs,4 : 23 mhs,4 : 16 mhs,4 : 19 mhs,4 : 20 mhs,4 : 16 mhs,
,3 : 14 mhs,3 : 15 mhs,3 : 18 mhs,3 : 9 mhs,3 : 14 mhs,3 : 14 mhs,3 : 18 mhs,3 : 19 mhs,3 : 18 mhs,3 : 20 mhs,
,2 : 0 mhs,2 : 2 mhs,2 : 3 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 2 mhs,2 : 0 mhs,2 : 0 mhs,2 : 2 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 2 mhs,1 : 0 mhs,1 : 2 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,87.11 (3)
,Saran,,,,,,,,,,
,1.Terlalu cepat materinya,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18,"ARDYTHA LUTHFIARTA, M.Kom-REKAYASA PERANGKAT LUNAK LANJUT - A11.43MBKM",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 69 mhs,4 : 70 mhs,4 : 67 mhs,4 : 75 mhs,4 : 70 mhs,4 : 68 mhs,4 : 65 mhs,4 : 66 mhs,4 : 62 mhs,4 : 68 mhs,
,3 : 30 mhs,3 : 29 mhs,3 : 31 mhs,3 : 23 mhs,3 : 29 mhs,3 : 30 mhs,3 : 34 mhs,3 : 33 mhs,3 : 37 mhs,3 : 31 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.10 (4)
,Saran,,,,,,,,,,
,1.Sangat jelas materinya,,,,,,,,,,
,2.ditingkatkn lagi,,,,,,,,,,
,3.mantab,,,,,,,,,,
,4.ya nda tau kok tanya saya,,,,,,,,,,
,5.Semoga lebih baik lagi ,,,,,,,,,,
,6.sudah baik,,,,,,,,,,
,7.terima kasih,,,,,,,,,,
,8.belum ada,,,,,,,,,,
,9.baik,,,,,,,,,,
,10.baik,,,,,,,,,,
,11.semoga lebih baik lagi dalam mengajar,,,,,,,,,,
,12.Mantap pak,,,,,,,,,,
,13.tidak ada,,,,,,,,,,
,14. ,,,,,,,,,,
,15.pertahankan,,,,,,,,,,
,16.Semangat pak,,,,,,,,,,
,17.Nothing,,,,,,,,,,
,18.Ok,,,,,,,,,,
,19.Sedang mengikuti kegiatan MSIB 3. Terimakasih semoga ilmu yang diberikan oleh bapak dan ibu dosen bermanfaat,,,,,,,,,,
,20.Cukup kompeten,,,,,,,,,,
,21.bisa lebih baik lagi ,,,,,,,,,,
,22.terbaik,,,,,,,,,,
,,,,,,,,,,,
,"ARDYTHA LUTHFIARTA, M.Kom-SISTEM TEMU KEMBALI INFORMASI - A11.4515",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 24 mhs,4 : 19 mhs,4 : 21 mhs,4 : 28 mhs,4 : 22 mhs,4 : 17 mhs,4 : 22 mhs,4 : 24 mhs,4 : 20 mhs,4 : 22 mhs,
,3 : 8 mhs,3 : 13 mhs,3 : 11 mhs,3 : 4 mhs,3 : 10 mhs,3 : 15 mhs,3 : 10 mhs,3 : 8 mhs,3 : 12 mhs,3 : 9 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.03 (4)
,Saran,,,,,,,,,,
,1.Sangat Baik,,,,,,,,,,
,2.terima kasih,,,,,,,,,,
,3.Good,,,,,,,,,,
,4.penyampaian materi diharapkan lebih berurutan sesuai dengan ppt,,,,,,,,,,
,5..,,,,,,,,,,
,"6.soal latihan diperbanyak dong pak, semaangat terus pak",,,,,,,,,,
,,,,,,,,,,,
,"ARDYTHA LUTHFIARTA, M.Kom-SISTEM TEMU KEMBALI INFORMASI - A11.4504",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 9 mhs,4 : 10 mhs,4 : 9 mhs,4 : 13 mhs,4 : 10 mhs,4 : 8 mhs,4 : 9 mhs,4 : 9 mhs,4 : 8 mhs,4 : 9 mhs,
,3 : 6 mhs,3 : 4 mhs,3 : 6 mhs,3 : 2 mhs,3 : 4 mhs,3 : 6 mhs,3 : 6 mhs,3 : 6 mhs,3 : 7 mhs,3 : 6 mhs,
,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.17 (4)
,Saran,,,,,,,,,,
,1.Di tingkatkan,,,,,,,,,,
,,,,,,,,,,,
,"ARDYTHA LUTHFIARTA, M.Kom-SISTEM TEMU KEMBALI INFORMASI - A11.4514",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 26 mhs,4 : 26 mhs,4 : 29 mhs,4 : 32 mhs,4 : 29 mhs,4 : 26 mhs,4 : 28 mhs,4 : 27 mhs,4 : 26 mhs,4 : 27 mhs,
,3 : 11 mhs,3 : 11 mhs,3 : 8 mhs,3 : 5 mhs,3 : 8 mhs,3 : 11 mhs,3 : 9 mhs,3 : 10 mhs,3 : 11 mhs,3 : 10 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,93.65 (4)
,Saran,,,,,,,,,,
,1.Sangat baik,,,,,,,,,,
,2.menurut saya sangat baik,,,,,,,,,,
,,,,,,,,,,,
,"ARDYTHA LUTHFIARTA, M.Kom-SISTEM TEMU KEMBALI INFORMASI - A11.4503",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 20 mhs,4 : 19 mhs,4 : 20 mhs,4 : 22 mhs,4 : 17 mhs,4 : 17 mhs,4 : 18 mhs,4 : 19 mhs,4 : 18 mhs,4 : 17 mhs,
,3 : 5 mhs,3 : 6 mhs,3 : 5 mhs,3 : 3 mhs,3 : 8 mhs,3 : 7 mhs,3 : 7 mhs,3 : 6 mhs,3 : 7 mhs,3 : 7 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,93.50 (4)
,Saran,,,,,,,,,,
,1.semoga bisa lebih banyak dosen seperti beliau ,,,,,,,,,,
,2.Praktek dilapangan dan teori di kelas memang berbeda lanjutkan berbagi pengalamanya pak,,,,,,,,,,
,3.Bagus,,,,,,,,,,
,4.tidak ada,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
19,"HERU AGUS SANTOSO, Ph.D-SISTEM TEMU KEMBALI INFORMASI - A11.4522",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 17 mhs,4 : 16 mhs,4 : 14 mhs,4 : 14 mhs,4 : 16 mhs,4 : 14 mhs,4 : 14 mhs,4 : 14 mhs,4 : 13 mhs,4 : 14 mhs,
,3 : 7 mhs,3 : 8 mhs,3 : 10 mhs,3 : 10 mhs,3 : 8 mhs,3 : 10 mhs,3 : 9 mhs,3 : 10 mhs,3 : 11 mhs,3 : 10 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.10 (4)
,Saran,,,,,,,,,,
,1.Pemaparan materi lebih jelas lagi,,,,,,,,,,
,2.baik,,,,,,,,,,
,3.sangat baik,,,,,,,,,,
,4.Baik,,,,,,,,,,
,"5.oke
",,,,,,,,,,
,"6.Pak jangan cepet"" ya ngejelasinnya timaaci",,,,,,,,,,
,,,,,,,,,,,
,"HERU AGUS SANTOSO, Ph.D-METODOLOGI PENELITIAN - A11.4719",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 19 mhs,4 : 17 mhs,4 : 19 mhs,4 : 21 mhs,4 : 18 mhs,4 : 17 mhs,4 : 17 mhs,4 : 19 mhs,4 : 19 mhs,4 : 18 mhs,
,3 : 9 mhs,3 : 11 mhs,3 : 9 mhs,3 : 7 mhs,3 : 10 mhs,3 : 9 mhs,3 : 10 mhs,3 : 9 mhs,3 : 8 mhs,3 : 10 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 2 mhs,2 : 1 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,91.07 (4)
,Saran,,,,,,,,,,
,1.Materi yang disampaikan dapat dipahami dengan baik walaupun sering cerita pengalaman bapak dosen,,,,,,,,,,
,2.mantqp,,,,,,,,,,
,3.Sudah sangat jelas,,,,,,,,,,
,,,,,,,,,,,
,"HERU AGUS SANTOSO, Ph.D-SISTEM TEMU KEMBALI INFORMASI - A11.4516",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 11 mhs,4 : 14 mhs,4 : 13 mhs,4 : 15 mhs,4 : 12 mhs,4 : 11 mhs,4 : 12 mhs,4 : 12 mhs,4 : 11 mhs,4 : 13 mhs,
,3 : 10 mhs,3 : 7 mhs,3 : 8 mhs,3 : 6 mhs,3 : 8 mhs,3 : 9 mhs,3 : 7 mhs,3 : 9 mhs,3 : 10 mhs,3 : 8 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 2 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,89.29 (3)
,Saran,,,,,,,,,,
,1.Baik,,,,,,,,,,
,2.Memberikan penjelasan dengan detail secara bertanya kepada mahasiswa apakah sudah paham atau belum,,,,,,,,,,
,3.Semangat terus ngajarnya pak..,,,,,,,,,,
,4.belum ada,,,,,,,,,,
,,,,,,,,,,,
,"HERU AGUS SANTOSO, Ph.D-METODOLOGI PENELITIAN - A11.4707",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 22 mhs,4 : 17 mhs,4 : 22 mhs,4 : 28 mhs,4 : 19 mhs,4 : 17 mhs,4 : 19 mhs,4 : 20 mhs,4 : 21 mhs,4 : 19 mhs,
,3 : 8 mhs,3 : 13 mhs,3 : 8 mhs,3 : 2 mhs,3 : 11 mhs,3 : 11 mhs,3 : 11 mhs,3 : 10 mhs,3 : 9 mhs,3 : 11 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 2 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,91.83 (4)
,Saran,,,,,,,,,,
,1.ajarin yang buat mindahin kuota data telkomsil dong pak hehe ,,,,,,,,,,
,2.nice,,,,,,,,,,
,3.lanjutkan pak heru,,,,,,,,,,
,4.Terima kasih atas ilmunya pak,,,,,,,,,,
,5.Lebih di tingkatkan,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
20,"NURUL ANISA SRI WINARSIH, S.Kom, M.Cs-STRATEGI ALGORITMA - A11.43MBKM",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 42 mhs,4 : 41 mhs,4 : 41 mhs,4 : 48 mhs,4 : 41 mhs,4 : 39 mhs,4 : 41 mhs,4 : 42 mhs,4 : 38 mhs,4 : 41 mhs,
,3 : 16 mhs,3 : 17 mhs,3 : 17 mhs,3 : 10 mhs,3 : 17 mhs,3 : 19 mhs,3 : 17 mhs,3 : 16 mhs,3 : 20 mhs,3 : 17 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.84 (4)
,Saran,,,,,,,,,,
,1.tidak ada,,,,,,,,,,
,2.Tidak ada,,,,,,,,,,
,3.tidak ada,,,,,,,,,,
,4.Sudah cukup,,,,,,,,,,
,5.Terimakasih atas materi dan pembelajarannya.,,,,,,,,,,
,"6.sudah baik dalam hal interaktif, mungkin bisa ditingkatkan dalam hal materi",,,,,,,,,,
,7.baik,,,,,,,,,,
,8.pertahankan,,,,,,,,,,
,"9.Alangkah lebih baik jika, tidak hanya menyediakan tetapi juga membimbing / mengarahkan sesuai kebutuhan mahasiswa.",,,,,,,,,,
,,,,,,,,,,,
,"NURUL ANISA SRI WINARSIH, S.Kom, M.Cs-DASAR PEMROGRAMAN - A11.4110",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 27 mhs,4 : 24 mhs,4 : 22 mhs,4 : 27 mhs,4 : 19 mhs,4 : 16 mhs,4 : 19 mhs,4 : 21 mhs,4 : 19 mhs,4 : 17 mhs,
,3 : 5 mhs,3 : 7 mhs,3 : 8 mhs,3 : 1 mhs,3 : 13 mhs,3 : 14 mhs,3 : 12 mhs,3 : 9 mhs,3 : 12 mhs,3 : 13 mhs,
,2 : 0 mhs,2 : 1 mhs,2 : 2 mhs,2 : 4 mhs,2 : 0 mhs,2 : 2 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,2 : 2 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.23 (4)
,Saran,,,,,,,,,,
,1.ditingkatkan lagi ya bu ,,,,,,,,,,
,"2.Kalau kasih Tugas, dimohon tidak langsung 5 kasus",,,,,,,,,,
,3.Semoga bisa lebih tepat waktu,,,,,,,,,,
,4.Semoga bisa lebih baik lagi,,,,,,,,,,
,5..,,,,,,,,,,
,6.Sukses,,,,,,,,,,
,7.tidak ada saran ,,,,,,,,,,
,,,,,,,,,,,
,"NURUL ANISA SRI WINARSIH, S.Kom, M.Cs-DASAR PEMROGRAMAN - A11.4106",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 27 mhs,4 : 28 mhs,4 : 26 mhs,4 : 36 mhs,4 : 28 mhs,4 : 23 mhs,4 : 20 mhs,4 : 22 mhs,4 : 26 mhs,4 : 27 mhs,
,3 : 11 mhs,3 : 11 mhs,3 : 13 mhs,3 : 3 mhs,3 : 11 mhs,3 : 16 mhs,3 : 19 mhs,3 : 17 mhs,3 : 13 mhs,3 : 12 mhs,
,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,91.79 (4)
,Saran,,,,,,,,,,
,1.Sebaiknya semua mahasiswa di cek kodingan nya saat praktek ,,,,,,,,,,
,2.Bagus tapi saya nggk masih awam jadi nggk paham ,,,,,,,,,,
,3.semuanya cukup,,,,,,,,,,
,,,,,,,,,,,
,"NURUL ANISA SRI WINARSIH, S.Kom, M.Cs-DASAR PEMROGRAMAN - A11.4108",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 28 mhs,4 : 27 mhs,4 : 25 mhs,4 : 32 mhs,4 : 28 mhs,4 : 24 mhs,4 : 25 mhs,4 : 25 mhs,4 : 26 mhs,4 : 25 mhs,
,3 : 12 mhs,3 : 12 mhs,3 : 15 mhs,3 : 8 mhs,3 : 12 mhs,3 : 15 mhs,3 : 15 mhs,3 : 15 mhs,3 : 14 mhs,3 : 14 mhs,
,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,91.38 (4)
,Saran,,,,,,,,,,
,1.No komen,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
21,"YANI PARTI ASTUTI, S.Si, M.Kom-METODE NUMERIK - A11.43MBKM",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 38 mhs,4 : 37 mhs,4 : 36 mhs,4 : 45 mhs,4 : 36 mhs,4 : 36 mhs,4 : 35 mhs,4 : 39 mhs,4 : 36 mhs,4 : 38 mhs,
,3 : 15 mhs,3 : 16 mhs,3 : 17 mhs,3 : 8 mhs,3 : 17 mhs,3 : 17 mhs,3 : 17 mhs,3 : 14 mhs,3 : 17 mhs,3 : 15 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.69 (4)
,Saran,,,,,,,,,,
,1.Tidak ada,,,,,,,,,,
,"2.Belum ada saran
Sehat selalu bu",,,,,,,,,,
,3.tidak ada,,,,,,,,,,
,4.Sudah cukup,,,,,,,,,,
,5.Sangat jelas,,,,,,,,,,
,6.pertahankan,,,,,,,,,,
,7.Belum ada,,,,,,,,,,
,,,,,,,,,,,
,"YANI PARTI ASTUTI, S.Si, M.Kom-KALKULUS 1 - A11.4103",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 23 mhs,4 : 20 mhs,4 : 19 mhs,4 : 30 mhs,4 : 22 mhs,4 : 21 mhs,4 : 14 mhs,4 : 17 mhs,4 : 19 mhs,4 : 16 mhs,
,3 : 15 mhs,3 : 18 mhs,3 : 19 mhs,3 : 10 mhs,3 : 17 mhs,3 : 19 mhs,3 : 23 mhs,3 : 23 mhs,3 : 21 mhs,3 : 24 mhs,
,2 : 2 mhs,2 : 2 mhs,2 : 2 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 3 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,86.94 (3)
,Saran,,,,,,,,,,
,1.dosen nya terlalu cepat untuk menerangkan materinya sehingga mahasiswa kurang maksimal untuk menguasai materi tsb.,,,,,,,,,,
,2.saya tidak diajar oleh dosen ini,,,,,,,,,,
,3.cukup,,,,,,,,,,
,4...,,,,,,,,,,
,,,,,,,,,,,
